STATE_ABBREV,COUNTY_NAME,Dem_Percent,Rep_Percent,Dem_VoteCnt,Rep_VoteCnt
MO,Platte,0.477,0.508,27566,29381
MO,Polk,0.186,0.802,2948,12691
MO,Pulaski,0.242,0.745,3765,11579
MO,Putnam,0.146,0.849,347,2021
MO,Ralls,0.2,0.792,1154,4575
MO,Randolph,0.233,0.755,2571,8322
MO,Ray,0.251,0.738,2927,8602
MO,Reynolds,0.154,0.837,472,2560
MO,Ripley,0.131,0.862,763,5002
MO,Saline,0.292,0.696,2726,6498
MO,Schuyler,0.172,0.816,334,1588
MO,Scotland,0.187,0.801,358,1537
MO,Scott,0.202,0.791,3525,13786
MO,Shannon,0.156,0.837,625,3364
MO,Shelby,0.169,0.825,550,2691
MO,St. Charles,0.408,0.577,92226,130588
MO,St. Clair,0.192,0.798,959,3982
MO,St. Francois,0.238,0.752,6811,21521
MO,St. Louis City,0.812,0.166,94458,19342
MO,St. Louis County,0.608,0.374,305635,187982
MO,Ste. Genevieve,0.269,0.719,2629,7031
MO,Stoddard,0.128,0.866,1736,11783
MO,Stone,0.189,0.803,3620,15357
MO,Sullivan,0.166,0.826,408,2035
MO,Taney,0.199,0.792,5329,21236
MO,Texas,0.138,0.855,1589,9855
MO,Vernon,0.198,0.793,1774,7112
MO,Warren,0.247,0.742,4970,14915
MO,Washington,0.171,0.823,1747,8424
MO,Wayne,0.134,0.86,783,5030
MO,Webster,0.184,0.807,3653,15984
MO,Worth,0.172,0.818,190,904
MO,Wright,0.118,0.874,1057,7850
MT,Beaverhead,0.266,0.7,1543,4058
MT,Big Horn,0.472,0.489,2112,2188
MT,Blaine,0.447,0.505,1348,1526
MT,Broadwater,0.184,0.784,885,3770
MT,Carbon,0.322,0.647,2353,4719
MT,Carter,0.088,0.89,75,760
MT,Cascade,0.373,0.596,14021,22419
MT,Chouteau,0.32,0.642,940,1885
MT,Custer,0.239,0.726,1385,4208
MT,Daniels,0.162,0.818,154,778
MT,Dawson,0.193,0.782,894,3627
MT,Deer Lodge,0.488,0.478,2376,2329
MT,Fallon,0.108,0.865,163,1303
MT,Fergus,0.227,0.74,1522,4965
MT,Flathead,0.318,0.655,20062,41390
MT,Gallatin,0.5,0.468,34938,32695
MT,Garfield,0.049,0.945,39,756
MT,Glacier,0.578,0.382,2933,1939
MT,Golden Valley,0.13,0.854,67,440
MT,Granite,0.266,0.706,579,1537
MT,Hill,0.387,0.569,2634,3871
MT,Jefferson,0.303,0.669,2516,5544
MT,Judith Basin,0.196,0.777,265,1051
MT,Lake,0.385,0.584,6510,9880
MT,Lewis and Clark,0.454,0.511,19085,21479
MT,Liberty,0.217,0.761,214,752
MT,Lincoln,0.222,0.756,2615,8909
MT,Madison,0.261,0.714,1689,4615
MT,McCone,0.119,0.86,129,931
MT,Meagher,0.218,0.758,256,888
MT,Mineral,0.243,0.723,689,2049
MT,Missoula,0.59,0.375,42903,27306
MT,Musselshell,0.131,0.846,396,2550
MT,Park,0.446,0.523,5224,6128
MT,Petroleum,0.114,0.877,37,284
MT,Phillips,0.176,0.801,385,1753
MT,Pondera,0.274,0.691,782,1972
MT,Powder River,0.118,0.871,131,963
MT,Powell,0.216,0.751,710,2466
MT,Prairie,0.177,0.794,122,546
MT,Ravalli,0.284,0.689,8485,20617
MT,Richland,0.147,0.826,778,4387
MT,Roosevelt,0.429,0.525,1680,2055
MT,Rosebud,0.297,0.668,1095,2466
MT,Sanders,0.211,0.762,1705,6150
MT,Sheridan,0.266,0.691,509,1321
MT,Silver Bow,0.515,0.445,9386,8110
MT,Stillwater,0.179,0.796,1056,4699
MT,Sweet Grass,0.22,0.751,525,1789
MT,Teton,0.26,0.71,927,2533
MT,Toole,0.203,0.768,415,1571
MT,Treasure,0.129,0.83,57,367
MT,Valley,0.229,0.74,935,3019
MT,Wheatland,0.192,0.776,209,843
MT,Wibaux,0.13,0.848,71,463
MT,Yellowstone,0.349,0.62,28392,50460
NE,Adams,0.284,0.699,4100,10077
NE,Antelope,0.114,0.877,396,3032
NE,Arthur,0.06,0.933,17,264
NE,Banner,0.087,0.892,34,348
NE,Blaine,0.127,0.856,37,250
NE,Boone,0.163,0.822,496,2499
NE,Box Butte,0.211,0.775,1043,3827
NE,Boyd,0.123,0.872,132,938
NE,Brown,0.122,0.866,201,1428
NE,Buffalo,0.267,0.715,6386,17064
NE,Burt,0.268,0.718,983,2632
NE,Butler,0.197,0.791,906,3642
NE,Cass,0.305,0.675,4824,10685
NE,Cedar,0.142,0.839,702,4141
NE,Chase,0.109,0.882,204,1648
NE,Cherry,0.113,0.873,349,2687
NE,Cheyenne,0.173,0.811,787,3692
NE,Clay,0.174,0.807,577,2677
NE,Colfax,0.24,0.749,845,2636
NE,Cuming,0.194,0.793,867,3536
NE,Custer,0.133,0.853,786,5042
NE,Dakota,0.344,0.641,2109,3934
NE,Dawes,0.255,0.723,992,2812
NE,Dawson,0.246,0.741,2101,6312
NE,Deuel,0.149,0.831,151,843
NE,Dixon,0.197,0.782,573,2271
NE,Dodge,0.329,0.654,5434,10795
NE,Douglas,0.541,0.439,148733,120919
NE,Dundy,0.103,0.89,96,829
NE,Fillmore,0.219,0.765,662,2315
NE,Franklin,0.147,0.842,236,1351
NE,Frontier,0.131,0.858,185,1213
NE,Furnas,0.148,0.845,358,2043
NE,Gage,0.296,0.686,3242,7523
NE,Garden,0.145,0.847,162,949
NE,Garfield,0.114,0.878,116,893
NE,Gosper,0.181,0.808,203,907
NE,Grant,0.041,0.959,15,351
NE,Greeley,0.155,0.834,192,1030
NE,Hall,0.304,0.68,6956,15566
NE,Hamilton,0.191,0.792,1067,4416
NE,Harlan,0.155,0.834,280,1506
NE,Hayes,0.038,0.955,19,472
NE,Hitchcock,0.106,0.882,152,1269
NE,Holt,0.125,0.862,681,4708
NE,Hooker,0.129,0.864,55,369
NE,Howard,0.18,0.804,642,2868
NE,Jefferson,0.266,0.718,968,2614
NE,Johnson,0.289,0.692,625,1496
NE,Kearney,0.204,0.782,736,2828
NE,Keith,0.174,0.812,731,3416
NE,Keya Paha,0.081,0.917,44,500
NE,Kimball,0.158,0.827,272,1424
NE,Knox,0.177,0.808,786,3593
NE,Lancaster,0.51,0.467,81012,74215
NE,Lincoln,0.217,0.767,3586,12674
NE,Logan,0.057,0.925,25,409
NE,Loup,0.171,0.827,73,354
NE,Madison,0.213,0.771,3360,12145
NE,McPherson,0.042,0.94,12,267
NE,Merrick,0.167,0.813,730,3551
NE,Morrill,0.151,0.834,366,2026
NE,Nance,0.191,0.793,352,1462
NE,Nemaha,0.266,0.71,915,2443
NE,Nuckolls,0.176,0.812,399,1836
NE,Otoe,0.299,0.687,2463,5651
NE,Pawnee,0.205,0.783,284,1085
NE,Perkins,0.131,0.855,187,1224
NE,Phelps,0.152,0.834,758,4158
NE,Pierce,0.114,0.875,446,3420
NE,Platte,0.203,0.783,3191,12326
NE,Polk,0.177,0.812,501,2296
NE,Red Willow,0.153,0.835,815,4457
NE,Richardson,0.236,0.747,934,2962
NE,Rock,0.102,0.892,85,745
NE,Saline,0.327,0.658,1855,3734
NE,Sarpy,0.433,0.548,43825,55567
NE,Saunders,0.261,0.723,3558,9854
NE,Scotts Bluff,0.255,0.731,3856,11033
NE,Seward,0.258,0.722,2388,6667
NE,Sheridan,0.145,0.842,362,2102
NE,Sherman,0.194,0.794,328,1344
NE,Sioux,0.113,0.878,77,597
NE,Stanton,0.16,0.824,492,2536
NE,Thayer,0.19,0.796,544,2278
NE,Thomas,0.112,0.885,44,348
NE,Thurston,0.46,0.53,978,1125
NE,Valley,0.175,0.813,403,1872
NE,Washington,0.281,0.702,3538,8855
NE,Wayne,0.245,0.733,1006,3011
NE,Webster,0.168,0.821,296,1449
NE,Wheeler,0.117,0.872,57,424
NE,York,0.235,0.746,1648,5234
NV,Carson City,0.43,0.543,13375,16873
NV,Churchill,0.235,0.738,3179,9962
NV,Clark,0.504,0.478,520187,493052
NV,Douglas,0.325,0.653,11553,23237
NV,Elko,0.206,0.772,4632,17352
NV,Esmeralda,0.158,0.816,73,376
NV,Eureka,0.1,0.878,104,910
NV,Humboldt,0.213,0.765,1711,6141
NV,Lander,0.177,0.8,482,2180
NV,Lincoln,0.127,0.853,314,2108
NV,Lyon,0.267,0.711,8954,23861
NV,Mineral,0.31,0.666,711,1528
NV,Nye,0.28,0.702,7559,18946
NV,Pershing,0.215,0.764,496,1764
NV,Storey,0.297,0.685,913,2108
NV,Washoe,0.493,0.483,130071,127443
NV,White Pine,0.203,0.773,883,3364
NH,Acworth,0.475,0.507,281,300
NH,Albany,0.56,0.429,253,194
NH,Alexandria,0.388,0.594,436,667
NH,Allenstown,0.434,0.553,1151,1468
NH,Alstead,0.551,0.434,669,527
NH,Alton,0.368,0.626,1553,2645
NH,Amherst,0.572,0.41,4674,3347
NH,Andover,0.497,0.489,801,788
NH,Antrim,0.466,0.516,788,873
NH,Ashland,0.496,0.485,627,614
NH,Atkinson,0.417,0.573,2149,2958
NH,Auburn,0.411,0.577,1667,2340
NH,Barnstead,0.385,0.603,1208,1893
NH,Barrington,0.513,0.472,3241,2985
NH,Bartlett,0.617,0.37,1304,782
NH,Bath,0.368,0.622,257,434
NH,Bedford,0.507,0.474,7444,6963
NH,Belmont,0.378,0.607,1634,2626
NH,Bennington,0.433,0.548,386,489
NH,Benton,0.325,0.658,76,154
NH,Berlin,0.475,0.513,1921,2078
NH,Bethlehem,0.604,0.372,1013,624
NH,Boscawen,0.43,0.558,935,1213
NH,Bow,0.57,0.414,3093,2246
NH,Bradford,0.514,0.469,571,521
NH,Brentwood,0.502,0.477,1566,1488
NH,Bridgewater,0.455,0.537,400,472
NH,Bristol,0.468,0.513,957,1049
NH,Brookfield,0.407,0.579,236,336
NH,Brookline,0.508,0.474,1875,1749
NH,Campton,0.504,0.479,1094,1040
NH,Canaan,0.543,0.443,1190,971
NH,Candia,0.365,0.623,1077,1841
NH,Canterbury,0.541,0.441,950,774
NH,Carroll,0.475,0.515,261,283
NH,Center Harbor,0.479,0.515,390,419
NH,Charlestown,0.445,0.538,1126,1362
NH,Chatham,0.483,0.509,113,119
NH,Chester,0.398,0.583,1411,2065
NH,Chesterfield,0.556,0.423,1368,1039
NH,Chichester,0.402,0.584,741,1077
NH,Claremont,0.477,0.51,2855,3049
NH,Clarksville,0.318,0.672,62,131
NH,Colebrook,0.348,0.634,399,726
NH,Columbia,0.307,0.686,128,286
NH,Concord,0.627,0.357,15216,8670
NH,Conway,0.561,0.427,3425,2606
NH,Cornish,0.578,0.408,660,466
NH,Croydon,0.31,0.66,179,381
NH,Dalton,0.427,0.562,263,346
NH,Danbury,0.358,0.626,297,519
NH,Danville,0.364,0.625,1043,1792
NH,Deerfield,0.413,0.57,1401,1932
NH,Deering,0.38,0.606,438,699
NH,Derry,0.435,0.553,7851,9989
NH,Dixville,0.5,0.5,3,3
NH,Dorchester,0.408,0.576,100,141
NH,Dover,0.644,0.338,12655,6650
NH,Dublin,0.603,0.377,680,425
NH,Dummer,0.305,0.684,57,128
NH,Dunbarton,0.426,0.556,899,1173
NH,Durham,0.715,0.269,6047,2270
NH,East Kingston,0.447,0.531,765,910
NH,Easton,0.682,0.31,165,75
NH,Eaton,0.599,0.394,193,127
NH,Effingham,0.37,0.62,374,627
NH,Ellsworth,0.5,0.486,37,36
NH,Enfield,0.613,0.371,1679,1017
NH,Epping,0.436,0.552,2149,2719
NH,Epsom,0.377,0.61,1146,1853
NH,Errol,0.328,0.672,78,160
NH,Exeter,0.655,0.327,6782,3385
NH,Farmington,0.383,0.609,1405,2232
NH,Fitzwilliam,0.435,0.547,638,802
NH,Francestown,0.484,0.497,593,608
NH,Franconia,0.655,0.322,542,267
NH,Franklin,0.411,0.572,1852,2573
NH,Freedom,0.449,0.541,536,647
NH,Fremont,0.396,0.592,1243,1855
NH,Gilford,0.468,0.52,2473,2751
NH,Gilmanton,0.389,0.605,1035,1611
NH,Gilsum,0.47,0.516,243,267
NH,Goffstown,0.478,0.507,5037,5344
NH,Gorham,0.524,0.466,882,785
NH,Goshen,0.34,0.648,162,309
NH,Grafton,0.402,0.572,318,452
NH,Grantham,0.673,0.311,1660,768
NH,Greenfield,0.487,0.495,531,540
NH,Greenland,0.569,0.415,1681,1226
NH,Greenville,0.428,0.552,442,569
NH,Groton,0.339,0.648,132,252
NH,Hampstead,0.399,0.587,2425,3563
NH,Hampton,0.528,0.464,5521,4843
NH,Hampton Falls,0.464,0.523,807,911
NH,Hancock,0.656,0.328,863,432
NH,Hanover,0.843,0.139,6049,995
NH,Harrisville,0.683,0.297,527,229
NH,Hart's Location,0.457,0.543,21,25
NH,Haverhill,0.385,0.6,939,1464
NH,Hebron,0.495,0.495,277,277
NH,Henniker,0.532,0.455,1548,1324
NH,Hill,0.353,0.635,235,422
NH,Hillsborough,0.425,0.561,1465,1930
NH,Hinsdale,0.506,0.486,969,930
NH,Holderness,0.585,0.398,866,589
NH,Hollis,0.551,0.43,3230,2525
NH,Hooksett,0.469,0.516,4211,4639
NH,Hopkinton,0.627,0.355,2636,1492
NH,Hudson,0.44,0.548,6449,8045
NH,Jackson,0.697,0.284,541,220
NH,Jaffrey,0.475,0.502,1528,1617
NH,Jefferson,0.369,0.616,253,422
NH,Keene,0.659,0.323,8541,4183
NH,Kensington,0.504,0.48,798,760
NH,Kingston,0.405,0.583,1680,2419
NH,Laconia,0.453,0.536,4321,5104
NH,Lancaster,0.442,0.541,798,977
NH,Landaff,0.423,0.567,126,169
NH,Langdon,0.458,0.533,195,227
NH,Lebanon,0.74,0.241,6076,1981
NH,Lee,0.648,0.337,1893,986
NH,Lempster,0.417,0.57,318,435
NH,Lincoln,0.533,0.441,505,418
NH,Lisbon,0.431,0.557,369,477
NH,Litchfield,0.439,0.544,2421,3005
NH,Littleton,0.477,0.509,1582,1691
NH,Londonderry,0.47,0.518,7655,8435
NH,Loudon,0.383,0.606,1427,2259
NH,Lyman,0.429,0.553,166,214
NH,Lyme,0.845,0.139,1050,173
NH,Lyndeborough,0.47,0.508,557,603
NH,Madbury,0.62,0.36,812,471
NH,Madison,0.526,0.462,939,824
NH,Manchester,0.531,0.454,27729,23745
NH,Marlborough,0.608,0.376,783,484
NH,Marlow,0.52,0.472,238,216
NH,Mason,0.388,0.597,373,574
NH,Meredith,0.482,0.507,2242,2355
NH,Merrimack,0.504,0.481,8890,8492
NH,Middleton,0.331,0.659,378,753
NH,Milan,0.398,0.593,326,486
NH,Milford,0.518,0.464,4912,4401
NH,Millsfield,0.231,0.769,3,10
NH,Milton,0.375,0.609,1022,1661
NH,Monroe,0.394,0.584,215,319
NH,Mont Vernon,0.546,0.439,1023,823
NH,Moultonborough,0.431,0.556,1692,2182
NH,Nashua,0.556,0.429,25238,19479
NH,Nelson,0.575,0.403,257,180
NH,New Boston,0.478,0.508,1924,2047
NH,New Castle,0.647,0.333,555,286
NH,New Durham,0.384,0.6,746,1167
NH,New Hampton,0.448,0.538,748,898
NH,New Ipswich,0.283,0.706,934,2332
NH,New London,0.655,0.328,2078,1043
NH,Newbury,0.534,0.448,908,762
NH,Newfields,0.582,0.395,740,503
NH,Newington,0.482,0.502,301,313
NH,Newmarket,0.648,0.334,3895,2012
NH,Newport,0.392,0.59,1305,1963
NH,Newton,0.399,0.587,1217,1790
NH,North Hampton,0.566,0.419,1945,1438
NH,Northfield,0.401,0.584,1115,1624
NH,Northumberland,0.357,0.628,406,715
NH,Northwood,0.451,0.535,1333,1580
NH,Nottingham,0.489,0.496,1796,1823
NH,Orange,0.463,0.507,94,103
NH,Orford,0.607,0.372,529,324
NH,Ossipee,0.363,0.628,979,1693
NH,Pelham,0.368,0.62,3398,5717
NH,Pembroke,0.488,0.498,2205,2250
NH,Peterborough,0.682,0.299,3039,1333
NH,Piermont,0.511,0.483,241,228
NH,Pittsburg,0.258,0.732,155,440
NH,Pittsfield,0.364,0.617,850,1441
NH,Plainfield,0.679,0.306,1155,521
NH,Plaistow,0.4,0.583,1895,2761
NH,Plymouth,0.587,0.392,2046,1367
NH,Portsmouth,0.699,0.284,10289,4187
NH,Randolph,0.679,0.314,190,88
NH,Raymond,0.378,0.61,2400,3876
NH,Richmond,0.382,0.606,288,457
NH,Rindge,0.366,0.622,1380,2348
NH,Rochester,0.476,0.511,8264,8881
NH,Rollinsford,0.557,0.427,975,747
NH,Roxbury,0.6,0.387,90,58
NH,Rumney,0.424,0.543,443,567
NH,Rye,0.591,0.391,2611,1728
NH,Salem,0.401,0.588,7453,10943
NH,Salisbury,0.379,0.607,381,610
NH,Sanbornton,0.413,0.576,883,1232
NH,Sandown,0.371,0.619,1568,2616
NH,Sandwich,0.628,0.358,759,432
NH,Seabrook,0.383,0.608,1996,3166
NH,Sharon,0.531,0.462,156,136
NH,Shelburne,0.447,0.533,130,155
NH,Somersworth,0.55,0.437,3532,2808
NH,South Hampton,0.428,0.555,271,351
NH,Springfield,0.477,0.514,444,479
NH,Stark,0.36,0.637,118,209
NH,Stewartstown,0.23,0.763,101,335
NH,Stoddard,0.457,0.525,433,497
NH,Strafford,0.469,0.518,1403,1551
NH,Stratford,0.412,0.571,145,201
NH,Stratham,0.593,0.391,3302,2178
NH,Sugar Hill,0.649,0.327,323,163
NH,Sullivan,0.45,0.524,195,227
NH,Sunapee,0.526,0.448,1322,1126
NH,Surry,0.511,0.48,294,276
NH,Sutton,0.538,0.444,770,636
NH,Swanzey,0.488,0.501,2064,2117
NH,Tamworth,0.493,0.497,914,922
NH,Temple,0.48,0.5,459,478
NH,Thornton,0.535,0.452,983,829
NH,Tilton,0.437,0.548,982,1231
NH,Troy,0.402,0.579,458,659
NH,Tuftonboro,0.451,0.536,900,1070
NH,Unity,0.334,0.641,304,583
NH,Wakefield,0.356,0.634,1258,2239
NH,Walpole,0.6,0.384,1422,909
NH,Warner,0.53,0.455,1013,868
NH,Warren,0.358,0.63,184,324
NH,Washington,0.396,0.581,351,515
NH,Waterville,0.596,0.381,255,163
NH,Weare,0.384,0.602,2200,3451
NH,Webster,0.427,0.561,554,727
NH,Wentworth,0.333,0.645,211,408
NH,Wentworth's Location,0.261,0.739,6,17
NH,Westmoreland,0.547,0.446,607,495
NH,Whitefield,0.465,0.514,682,753
NH,Wilmot,0.594,0.39,598,392
NH,Wilton,0.501,0.48,1278,1226
NH,Winchester,0.437,0.549,907,1141
NH,Windham,0.434,0.551,4373,5557
NH,Windsor,0.227,0.773,30,102
NH,Wolfeboro,0.494,0.493,2385,2381
NH,Woodstock,0.513,0.466,441,401
NJ,Atlantic,0.475,0.505,61879,65817
NJ,Bergen,0.505,0.471,232660,217096
NJ,Burlington,0.575,0.409,132275,94116
NJ,Camden,0.628,0.354,155522,87767
NJ,Cape May,0.395,0.587,21648,32151
NJ,Cumberland,0.475,0.512,26577,28675
NJ,Essex,0.717,0.268,224596,83908
NJ,Gloucester,0.476,0.504,78708,83326
NJ,Hudson,0.623,0.344,144765,79913
NJ,Hunterdon,0.455,0.522,36995,42391
NJ,Mercer,0.657,0.319,107558,52274
NJ,Middlesex,0.523,0.443,191802,162459
NJ,Monmouth,0.432,0.546,156382,197409
NJ,Morris,0.474,0.501,135672,143439
NJ,Ocean,0.313,0.672,105789,227232
NJ,Passaic,0.468,0.496,95156,100954
NJ,Salem,0.395,0.586,12275,18229
NJ,Somerset,0.554,0.415,98790,74101
NJ,Sussex,0.365,0.614,31019,52123
NJ,Union,0.609,0.368,147327,89063
NJ,Warren,0.386,0.593,23318,35772
NM,Bernalillo,0.592,0.382,184117,118762
NM,Catron,0.242,0.743,571,1752
NM,Chaves,0.268,0.716,5941,15894
NM,Cibola,0.496,0.48,4450,4311
NM,Colfax,0.419,0.559,2436,3252
NM,Curry,0.278,0.704,4230,10714
NM,DeBaca,0.236,0.743,206,649
NM,Dona Ana,0.538,0.44,45937,37594
NM,Eddy,0.214,0.773,5032,18141
NM,Grant,0.513,0.462,7301,6580
NM,Guadalupe,0.495,0.488,959,945
NM,Harding,0.297,0.689,128,297
NM,Hidalgo,0.379,0.612,705,1140
NM,Lea,0.185,0.801,3930,16997
NM,Lincoln,0.298,0.683,3033,6942
NM,Los Alamos,0.634,0.332,7726,4047
NM,Luna,0.394,0.583,3176,4698
NM,McKinley,0.607,0.362,15711,9364
NM,Mora,0.579,0.406,1439,1010
NM,Otero,0.354,0.624,8582,15117
NM,Quay,0.285,0.694,1055,2570
NM,Rio Arriba,0.586,0.392,9373,6268
NM,Roosevelt,0.274,0.706,1820,4687
NM,San Juan,0.33,0.647,17464,34264
NM,San Miguel,0.629,0.35,6985,3887
NM,Sandoval,0.518,0.46,41205,36605
NM,Santa Fe,0.733,0.244,61405,20457
NM,Sierra,0.392,0.583,2332,3473
NM,Socorro,0.468,0.505,3384,3651
NM,Taos,0.724,0.249,12038,4139
NM,Torrance,0.298,0.68,2144,4880
NM,Union,0.227,0.749,378,1247
NM,Valencia,0.409,0.573,13609,19057
NY,Albany,0.623,0.367,92589,54560
NY,Allegany,0.283,0.714,5483,13826
NY,Bronx,0.721,0.271,261670,98174
NY,Brooklyn,0.709,0.276,601265,233964
NY,Broome,0.499,0.495,45142,44763
NY,Cattaraugus,0.335,0.662,11424,22586
NY,Cayuga,0.434,0.564,15772,20482
NY,Chautauqua,0.389,0.608,22085,34528
NY,Chemung,0.415,0.582,15572,21861
NY,Chenango,0.363,0.634,8177,14294
NY,Clinton,0.488,0.509,17478,18247
NY,Columbia,0.568,0.423,20396,15168
NY,Cortland,0.466,0.531,10290,11706
NY,Delaware,0.399,0.595,9237,13789
NY,Dutchess,0.524,0.47,79994,71778
NY,Erie,0.545,0.448,248651,204774
NY,Essex,0.5,0.496,9629,9533
NY,Franklin,0.453,0.543,8821,10569
NY,Fulton,0.32,0.678,7666,16237
NY,Genesee,0.329,0.668,9367,18997
NY,Greene,0.412,0.581,10436,14702
NY,Hamilton,0.352,0.646,1211,2223
NY,Herkimer,0.317,0.681,9110,19557
NY,Jefferson,0.381,0.617,16326,26417
NY,Lewis,0.278,0.721,3600,9353
NY,Livingston,0.391,0.605,12148,18780
NY,Madison,0.432,0.563,14629,19025
NY,Manhattan,0.816,0.174,533782,113921
NY,Monroe,0.592,0.402,214757,145940
NY,Montgomery,0.355,0.641,7356,13286
NY,Nassau,0.475,0.517,338424,368117
NY,Niagara,0.424,0.573,43438,58678
NY,Oneida,0.393,0.605,39415,60687
NY,Onondaga,0.583,0.411,133155,93916
NY,Ontario,0.492,0.504,29520,30221
NY,Orange,0.457,0.54,80253,94936
NY,Orleans,0.297,0.7,5366,12659
NY,Oswego,0.378,0.619,20483,33548
NY,Otsego,0.458,0.537,13031,15256
NY,Putnam,0.429,0.566,23956,31553
NY,Queens,0.614,0.372,437282,264628
NY,Rensselaer,0.504,0.49,39668,38601
NY,Rockland,0.439,0.557,65880,83543
NY,Saratoga,0.507,0.489,66321,63940
NY,Schenectady,0.551,0.443,39733,31975
NY,Schoharie,0.346,0.65,5547,10423
NY,Schuyler,0.394,0.603,3736,5717
NY,Seneca,0.44,0.557,6610,8379
NY,St. Lawrence,0.409,0.589,18010,25919
NY,Staten Island,0.347,0.642,69345,128151
NY,Steuben,0.34,0.657,15413,29777
NY,Suffolk,0.448,0.547,341812,417549
NY,Sullivan,0.415,0.581,14549,20386
NY,Tioga,0.384,0.612,9437,15038
NY,Tompkins,0.744,0.244,34631,11354
NY,Ulster,0.588,0.403,57974,39743
NY,Warren,0.477,0.519,17099,18606
NY,Washington,0.393,0.604,11224,17268
NY,Wayne,0.384,0.614,17056,27286
NY,Westchester,0.628,0.366,287434,167795
NY,Wyoming,0.259,0.741,4929,14112
NY,Yates,0.417,0.578,4401,6098
NC,Alamance,0.452,0.534,40624,47937
NC,Alexander,0.196,0.793,4060,16404
NC,Alleghany,0.236,0.754,1533,4900
NC,Anson,0.483,0.508,5253,5525
NC,Ashe,0.273,0.715,4431,11629
NC,Avery,0.234,0.757,2220,7181
NC,Beaufort,0.34,0.651,9049,17296
NC,Bertie,0.575,0.418,5279,3840
NC,Bladen,0.395,0.599,6620,10035
NC,Brunswick,0.371,0.619,40557,67658
NC,Buncombe,0.615,0.368,98662,59016
NC,Burke,0.289,0.701,13272,32130
NC,Cabarrus,0.453,0.53,54494,63746
NC,Caldwell,0.233,0.758,10146,33009
NC,Camden,0.241,0.748,1522,4716
NC,Carteret,0.28,0.71,12813,32508
NC,Caswell,0.373,0.618,4493,7445
NC,Catawba,0.305,0.684,26569,59577
NC,Chatham,0.555,0.43,29014,22507
NC,Cherokee,0.207,0.779,3686,13883
NC,Chowan,0.383,0.607,2895,4587
NC,Clay,0.246,0.745,1899,5761
NC,Cleveland,0.321,0.67,16603,34654
NC,Columbus,0.328,0.666,8648,17592
NC,Craven,0.392,0.596,22011,33477
NC,Cumberland,0.56,0.426,78631,59840
NC,Currituck,0.255,0.733,4604,13235
NC,Dare,0.4,0.587,10074,14792
NC,Davidson,0.258,0.727,24150,67959
NC,Davie,0.26,0.722,6988,19398
NC,Duplin,0.352,0.641,8057,14677
NC,Durham,0.798,0.182,144450,32853
NC,Edgecombe,0.609,0.383,14900,9355
NC,Forsyth,0.558,0.426,114145,87292
NC,Franklin,0.426,0.561,18167,23938
NC,Gaston,0.369,0.619,44062,73828
NC,Gates,0.386,0.603,2268,3538
NC,Graham,0.176,0.813,839,3883
NC,Granville,0.447,0.541,14365,17383
NC,Greene,0.407,0.588,3437,4965
NC,Guilford,0.6,0.383,171118,109077
NC,Halifax,0.585,0.408,14014,9778
NC,Harnett,0.368,0.619,23472,39440
NC,Haywood,0.367,0.618,13913,23393
NC,Henderson,0.42,0.564,29361,39497
NC,Hertford,0.629,0.362,6191,3561
NC,Hoke,0.523,0.463,11896,10547
NC,Hyde,0.385,0.605,931,1465
NC,Iredell,0.331,0.657,36739,72801
NC,Jackson,0.444,0.537,9746,11796
NC,Johnston,0.386,0.601,48116,74878
NC,Jones,0.367,0.624,2007,3409
NC,Lee,0.407,0.581,12245,17489
NC,Lenoir,0.462,0.53,12700,14564
NC,Lincoln,0.267,0.723,14842,40183
NC,Macon,0.304,0.683,6675,14981
NC,Madison,0.374,0.607,5090,8275
NC,Martin,0.445,0.548,5360,6601
NC,McDowell,0.25,0.741,5911,17520
NC,Mecklenburg,0.652,0.325,376454,187770
NC,Mitchell,0.216,0.774,1915,6843
NC,Montgomery,0.307,0.685,4055,9044
NC,Moore,0.347,0.641,21436,39617
NC,Nash,0.486,0.504,25508,26431
NC,New Hanover,0.496,0.49,68814,67949
NC,Northampton,0.568,0.424,5239,3905
NC,Onslow,0.314,0.673,25684,54960
NC,Orange,0.745,0.237,65444,20806
NC,Pamlico,0.335,0.656,2676,5229
NC,Pasquotank,0.469,0.518,9549,10537
NC,Pender,0.32,0.669,12460,26042
NC,Perquimans,0.296,0.688,2269,5278
NC,Person,0.376,0.613,8295,13509
NC,Pitt,0.523,0.464,45595,40403
NC,Polk,0.369,0.62,4827,8107
NC,Randolph,0.21,0.781,15951,59357
NC,Richmond,0.392,0.6,7787,11931
NC,Robeson,0.358,0.634,16728,29647
NC,Rockingham,0.316,0.674,15676,33447
NC,Rowan,0.316,0.674,23788,50807
NC,Rutherford,0.257,0.734,8914,25456
NC,Sampson,0.347,0.645,9797,18178
NC,Scotland,0.462,0.531,6754,7767
NC,Stanly,0.242,0.75,8881,27518
NC,Stokes,0.198,0.793,5380,21548
NC,Surry,0.23,0.762,8613,28565
NC,Swain,0.375,0.611,2643,4311
NC,Transylvania,0.432,0.553,8972,11492
NC,Tyrrell,0.387,0.602,680,1057
NC,Union,0.367,0.619,51168,86271
NC,Vance,0.562,0.429,11292,8614
NC,Wake,0.617,0.362,402984,236735
NC,Warren,0.586,0.397,5872,3976
NC,Washington,0.528,0.466,3138,2768
